speciesKey,decimalLatitude,decimalLongitude,eventDate,year,month,day,country,stateProvince,locality,basisOfRecord,individualCount
10,50.81455816773241,21.470977064748517,2021-09-15,2015,4,28,Poland,Pomerania,Location 225,HUMAN_OBSERVATION,8
3,49.699030956961494,19.592869954009526,2004-07-13,2022,2,24,Poland,Mazovia,Location 226,MACHINE_OBSERVATION,5
7,53.23993729445803,15.30547972704258,2013-04-15,2005,3,2,Poland,Silesia,Location 227,MACHINE_OBSERVATION,7
10,50.117074361156654,22.997783265677015,2015-07-13,2022,8,27,Poland,Mazovia,Location 228,OBSERVATION,9
9,49.668635723234246,18.013168034948634,2016-07-08,2015,11,8,Poland,Lesser Poland,Location 229,MACHINE_OBSERVATION,5
4,51.44622342643697,22.444257428286164,2020-02-05,2013,7,11,Poland,Mazovia,Location 230,OBSERVATION,5
1,53.612982660162764,22.034672758382627,2005-12-18,2002,2,5,Poland,Greater Poland,Location 231,OBSERVATION,4
2,53.32137437909728,20.369139554011625,2021-06-01,2014,6,18,Poland,Mazovia,Location 232,MACHINE_OBSERVATION,6
1,49.31831916494956,19.043707539209947,2016-11-10,2002,9,23,Poland,Silesia,Location 233,OBSERVATION,2
5,51.639833373209704,23.99141857189392,2018-10-10,2022,4,18,Poland,Mazovia,Location 234,HUMAN_OBSERVATION,3
5,52.03012054121278,15.478643738274133,2014-12-19,2001,9,14,Poland,Lesser Poland,Location 235,OBSERVATION,1
7,52.738370573629766,21.39658842102137,2003-02-09,2000,2,22,Poland,Pomerania,Location 236,HUMAN_OBSERVATION,2
9,52.77097063257072,15.950145154940849,2009-12-11,2008,2,10,Poland,Mazovia,Location 237,MACHINE_OBSERVATION,2
9,51.115244046852375,17.450283674389954,2013-07-23,2008,9,3,Poland,Mazovia,Location 238,MACHINE_OBSERVATION,8
3,52.251927725220376,17.148727182406592,2014-06-19,2022,12,9,Poland,Greater Poland,Location 239,OBSERVATION,8
3,51.7901589262957,23.659767074934976,2021-12-24,2006,7,3,Poland,Lesser Poland,Location 240,HUMAN_OBSERVATION,2
3,54.13299046783503,23.867033013440405,2007-11-09,2002,7,11,Poland,Pomerania,Location 241,OBSERVATION,6
4,52.07553776928242,15.866757531194217,2014-01-01,2017,1,12,Poland,Silesia,Location 242,MACHINE_OBSERVATION,5
8,51.55798653813934,14.224758635034542,2018-03-10,2010,11,12,Poland,Mazovia,Location 243,OBSERVATION,3
6,51.34601560815473,21.344082004563752,2007-10-01,2006,6,3,Poland,Pomerania,Location 244,OBSERVATION,5
8,52.3200810047141,18.26349732547894,2017-02-19,2008,7,21,Poland,Silesia,Location 245,HUMAN_OBSERVATION,5
1,53.6630664805252,14.906170499893157,2012-06-01,2000,11,7,Poland,Lesser Poland,Location 246,MACHINE_OBSERVATION,5
8,52.122728644208564,20.974291876885832,2001-01-21,2013,6,14,Poland,Lesser Poland,Location 247,OBSERVATION,3
4,52.83760001546714,19.560076388259137,2006-08-26,2019,6,24,Poland,Pomerania,Location 248,HUMAN_OBSERVATION,3
1,53.27956344805784,24.00127158441128,2016-07-13,2005,2,28,Poland,Silesia,Location 249,OBSERVATION,4
8,52.016975037296646,16.319576857786064,2004-10-17,2006,6,11,Poland,Lesser Poland,Location 250,HUMAN_OBSERVATION,7
4,51.47553892859821,18.120574338530794,2002-07-26,2009,4,7,Poland,Pomerania,Location 251,HUMAN_OBSERVATION,2
6,54.084659191602206,19.533967194633313,2016-07-21,2006,9,25,Poland,Lesser Poland,Location 252,OBSERVATION,4
8,51.42153528736177,22.075339882224185,2000-01-17,2001,12,21,Poland,Lesser Poland,Location 253,MACHINE_OBSERVATION,4
4,51.67926853333841,19.5981542985446,2010-09-27,2003,1,10,Poland,Lesser Poland,Location 254,MACHINE_OBSERVATION,1
3,54.74397961738231,20.251581640791883,2002-05-11,2020,8,11,Poland,Greater Poland,Location 255,HUMAN_OBSERVATION,8
9,49.00137763674013,16.306699926217394,2015-09-22,2016,5,15,Poland,Silesia,Location 256,MACHINE_OBSERVATION,1
3,50.07574287554499,22.63857102650331,2008-08-24,2000,1,19,Poland,Pomerania,Location 257,HUMAN_OBSERVATION,8
9,51.22699056153441,18.372031579098852,2000-09-22,2009,4,16,Poland,Pomerania,Location 258,MACHINE_OBSERVATION,7
2,54.40902147466647,15.437788200722046,2015-09-19,2018,1,22,Poland,Silesia,Location 259,OBSERVATION,9
2,49.40617229333533,20.77471672795526,2011-03-22,2014,6,21,Poland,Silesia,Location 260,MACHINE_OBSERVATION,8
2,49.05501551504529,16.204122622490136,2008-07-14,2009,2,28,Poland,Silesia,Location 261,HUMAN_OBSERVATION,5
6,49.30556624866792,14.995137604440858,2018-03-02,2018,5,20,Poland,Silesia,Location 262,HUMAN_OBSERVATION,8
3,49.51355178155899,22.79226646572358,2008-03-11,2011,7,12,Poland,Mazovia,Location 263,MACHINE_OBSERVATION,3
9,49.21806128459631,18.693655097782084,2020-09-08,2023,2,18,Poland,Pomerania,Location 264,OBSERVATION,7
4,51.78273169576772,21.64269386949692,2017-03-16,2015,6,23,Poland,Mazovia,Location 265,HUMAN_OBSERVATION,4
1,52.3683918019185,16.963993110024823,2001-08-22,2008,6,13,Poland,Lesser Poland,Location 266,HUMAN_OBSERVATION,5
4,50.57578443220022,22.027095376160197,2005-12-15,2014,5,5,Poland,Lesser Poland,Location 267,HUMAN_OBSERVATION,9
1,51.310066827058684,15.141746455619609,2007-04-15,2016,5,4,Poland,Pomerania,Location 268,HUMAN_OBSERVATION,7
5,49.531856143646294,17.630928412707497,2019-09-17,2013,3,28,Poland,Lesser Poland,Location 269,HUMAN_OBSERVATION,4
4,50.95094869020485,23.97623054332999,2012-02-02,2017,10,14,Poland,Silesia,Location 270,OBSERVATION,6
8,52.030611311480236,22.098695106953663,2012-06-15,2001,10,8,Poland,Mazovia,Location 271,MACHINE_OBSERVATION,7
8,53.24717648167094,19.07201048920982,2019-11-10,2003,11,9,Poland,Silesia,Location 272,OBSERVATION,9
7,49.01940889984928,17.465730209931227,2002-03-03,2017,12,25,Poland,Lesser Poland,Location 273,OBSERVATION,4
3,51.71040244591838,22.89578414022926,2021-08-27,2006,2,19,Poland,Mazovia,Location 274,HUMAN_OBSERVATION,3
1,50.72261668343832,19.55744714266206,2022-04-27,2012,7,3,Poland,Silesia,Location 275,OBSERVATION,8
1,53.94636656581302,21.73593518226493,2019-11-26,2014,1,5,Poland,Pomerania,Location 276,HUMAN_OBSERVATION,1
3,53.1502092283586,21.69189833922487,2010-11-11,2022,6,21,Poland,Silesia,Location 277,OBSERVATION,9
6,52.41682949993119,14.183045921398616,2001-01-09,2021,6,26,Poland,Lesser Poland,Location 278,HUMAN_OBSERVATION,1
7,50.60814074504128,15.287788584484657,2001-08-15,2000,3,18,Poland,Mazovia,Location 279,HUMAN_OBSERVATION,2
6,54.279966791933695,20.72821953722637,2015-09-04,2010,2,1,Poland,Pomerania,Location 280,OBSERVATION,8
6,49.26158392787787,15.648522075115888,2007-09-26,2009,12,8,Poland,Mazovia,Location 281,OBSERVATION,9
6,49.63491207233887,16.606032115487167,2004-07-26,2004,2,19,Poland,Pomerania,Location 282,MACHINE_OBSERVATION,7
3,51.271454815134064,23.655707132835992,2019-01-03,2015,9,17,Poland,Mazovia,Location 283,MACHINE_OBSERVATION,3
6,49.721737832321764,19.7138590354241,2004-03-12,2010,11,17,Poland,Lesser Poland,Location 284,MACHINE_OBSERVATION,7
8,54.54721104584466,21.657440971393342,2006-12-09,2020,5,11,Poland,Pomerania,Location 285,OBSERVATION,6
2,53.628338068431624,19.69140353558293,2005-10-17,2005,7,2,Poland,Greater Poland,Location 286,OBSERVATION,2
5,50.50209937929052,19.635638870783797,2015-07-03,2008,12,6,Poland,Mazovia,Location 287,HUMAN_OBSERVATION,3
1,52.413614528044825,14.960349483282119,2020-10-04,2012,5,22,Poland,Mazovia,Location 288,MACHINE_OBSERVATION,5
1,54.69751698746447,17.50536456461285,2009-05-21,2023,7,14,Poland,Silesia,Location 289,HUMAN_OBSERVATION,4
5,54.12835407316271,16.880795166602418,2021-10-12,2007,4,3,Poland,Pomerania,Location 290,HUMAN_OBSERVATION,2
3,52.484630989364746,17.985429329258857,2009-11-22,2013,8,12,Poland,Greater Poland,Location 291,HUMAN_OBSERVATION,4
4,54.241599009616564,22.14311071988815,2015-08-08,2023,11,4,Poland,Lesser Poland,Location 292,HUMAN_OBSERVATION,8
3,54.73727247691748,17.79371321275202,2007-11-02,2000,10,12,Poland,Silesia,Location 293,MACHINE_OBSERVATION,5
1,53.31144637278302,18.607307556163164,2011-10-12,2016,11,13,Poland,Greater Poland,Location 294,HUMAN_OBSERVATION,5
1,49.37692117500079,18.053290182950228,2010-01-26,2023,10,2,Poland,Pomerania,Location 295,OBSERVATION,3
5,51.32916537126783,14.952761314148015,2001-02-12,2004,7,2,Poland,Greater Poland,Location 296,OBSERVATION,8
6,53.85938926464282,18.498936014157994,2018-10-23,2001,10,15,Poland,Mazovia,Location 297,OBSERVATION,6
3,50.33730133566911,15.995214585054054,2017-01-06,2023,5,23,Poland,Mazovia,Location 298,MACHINE_OBSERVATION,2
9,53.81772660295362,15.904577616885023,2014-03-06,2008,11,17,Poland,Silesia,Location 299,HUMAN_OBSERVATION,2
5,49.697964819802976,14.959168265229517,2002-01-13,2003,6,7,Poland,Pomerania,Location 300,MACHINE_OBSERVATION,9
8,49.272283071457316,17.638043936246,2020-10-14,2016,5,28,Poland,Pomerania,Location 301,HUMAN_OBSERVATION,7
1,51.227725546649246,21.72631522485206,2012-11-04,2016,7,14,Poland,Greater Poland,Location 302,MACHINE_OBSERVATION,9
5,49.21304523707436,16.81970524395064,2006-06-10,2020,12,12,Poland,Silesia,Location 303,MACHINE_OBSERVATION,6
3,54.55216752530329,17.185960839232237,2006-05-15,2017,2,17,Poland,Pomerania,Location 304,HUMAN_OBSERVATION,5
1,53.791993035605,20.55528150825872,2014-04-23,2015,5,14,Poland,Mazovia,Location 305,MACHINE_OBSERVATION,1
4,53.64446418535327,15.997576288386572,2022-06-24,2007,10,6,Poland,Greater Poland,Location 306,HUMAN_OBSERVATION,6
5,52.65271195337769,23.14897089032005,2019-10-05,2010,3,19,Poland,Lesser Poland,Location 307,OBSERVATION,6
7,50.25467933361201,19.305943337165857,2019-12-01,2020,9,24,Poland,Mazovia,Location 308,OBSERVATION,3
1,52.00591012672307,18.565549991266213,2007-01-05,2020,6,6,Poland,Silesia,Location 309,OBSERVATION,3
3,52.46418962009598,19.689765957677853,2021-06-21,2017,10,27,Poland,Pomerania,Location 310,MACHINE_OBSERVATION,3
2,52.04518270498956,15.693549996845194,2002-05-28,2022,3,18,Poland,Mazovia,Location 311,OBSERVATION,3
9,50.50935353411886,20.2574260141196,2023-02-16,2023,7,24,Poland,Lesser Poland,Location 312,HUMAN_OBSERVATION,7
10,51.98843796102541,17.703627513666905,2005-09-24,2009,4,5,Poland,Lesser Poland,Location 313,OBSERVATION,2
6,51.84888077703803,23.15130067783911,2013-11-24,2012,3,24,Poland,Silesia,Location 314,OBSERVATION,2
10,54.778747499679,15.722312908112398,2007-07-08,2016,8,24,Poland,Mazovia,Location 315,MACHINE_OBSERVATION,3
3,54.20512965866798,19.1719212594275,2012-06-18,2017,4,6,Poland,Greater Poland,Location 316,HUMAN_OBSERVATION,7
8,51.687608339650595,20.100748819563982,2001-08-11,2009,11,2,Poland,Mazovia,Location 317,MACHINE_OBSERVATION,3
8,52.613036821023684,14.340512738221088,2000-06-06,2015,1,8,Poland,Lesser Poland,Location 318,MACHINE_OBSERVATION,7
2,53.33765530373492,17.70966987251263,2015-11-20,2019,6,15,Poland,Silesia,Location 319,HUMAN_OBSERVATION,9
6,49.20221792935619,21.472879393948496,2011-11-27,2004,10,15,Poland,Silesia,Location 320,MACHINE_OBSERVATION,4
7,54.19054435912147,22.367850575979528,2009-03-13,2012,11,11,Poland,Greater Poland,Location 321,HUMAN_OBSERVATION,7
2,53.98873553522395,17.19425234713628,2002-01-03,2017,11,22,Poland,Silesia,Location 322,OBSERVATION,9
10,51.6531061670875,22.145651378304063,2019-11-27,2016,1,22,Poland,Silesia,Location 323,HUMAN_OBSERVATION,8
2,51.2687846432662,23.871109946454567,2020-03-22,2008,5,24,Poland,Silesia,Location 324,HUMAN_OBSERVATION,8
10,50.58316437416663,22.74011414796596,2010-12-16,2013,7,1,Poland,Silesia,Location 325,HUMAN_OBSERVATION,9
1,51.76472560431613,15.199968679225117,2020-03-22,2016,6,18,Poland,Silesia,Location 326,MACHINE_OBSERVATION,5
8,49.257384648492774,21.545249387272513,2005-08-18,2003,2,12,Poland,Lesser Poland,Location 327,HUMAN_OBSERVATION,5
1,53.942722493412646,17.260601690893555,2016-04-23,2017,11,12,Poland,Mazovia,Location 328,HUMAN_OBSERVATION,3
9,49.20544973682756,24.08184309200318,2014-11-26,2019,4,25,Poland,Pomerania,Location 329,HUMAN_OBSERVATION,5
6,50.90849791914525,18.950661628230847,2002-03-16,2023,11,11,Poland,Silesia,Location 330,OBSERVATION,8
7,54.403219032250135,15.248825763261198,2004-05-10,2023,2,28,Poland,Pomerania,Location 331,HUMAN_OBSERVATION,5
10,53.26423339623602,21.396892589879386,2018-09-04,2014,11,8,Poland,Pomerania,Location 332,MACHINE_OBSERVATION,4
7,50.63206757134965,17.29471422353938,2018-11-02,2010,1,28,Poland,Lesser Poland,Location 333,HUMAN_OBSERVATION,8
10,50.46536474497313,24.17019720223295,2009-11-25,2011,3,7,Poland,Silesia,Location 334,HUMAN_OBSERVATION,7
3,49.029476410944554,23.99378107011612,2019-03-23,2008,3,23,Poland,Pomerania,Location 335,OBSERVATION,6
2,53.03514289852855,20.69256698380992,2023-11-14,2012,12,21,Poland,Silesia,Location 336,HUMAN_OBSERVATION,5
9,49.2829447737044,15.324229779307519,2001-07-28,2014,7,2,Poland,Greater Poland,Location 337,MACHINE_OBSERVATION,5
8,52.08909461252442,21.005982176285297,2004-11-05,2014,1,11,Poland,Greater Poland,Location 338,HUMAN_OBSERVATION,2
10,54.58030744103389,14.948910961892278,2018-05-12,2004,9,22,Poland,Greater Poland,Location 339,MACHINE_OBSERVATION,4
7,49.63491938831583,14.299514422844402,2017-04-22,2022,11,10,Poland,Pomerania,Location 340,OBSERVATION,8
9,54.18798359961479,22.394176151459156,2016-10-20,2018,6,3,Poland,Greater Poland,Location 341,HUMAN_OBSERVATION,8
4,54.750556943841275,16.13948006637355,2005-09-14,2019,4,20,Poland,Lesser Poland,Location 342,OBSERVATION,1
4,49.356798752187565,17.86607668743479,2010-11-18,2013,3,10,Poland,Lesser Poland,Location 343,HUMAN_OBSERVATION,2
1,54.12085636099727,23.929265377756966,2022-06-18,2016,3,28,Poland,Pomerania,Location 344,MACHINE_OBSERVATION,5
8,51.99325831857298,17.435773118983253,2023-07-11,2017,2,27,Poland,Silesia,Location 345,OBSERVATION,9
3,54.25777957277856,17.024195769089815,2020-12-05,2020,2,18,Poland,Mazovia,Location 346,HUMAN_OBSERVATION,7
7,52.31364986313353,23.365721596152305,2022-09-27,2002,12,14,Poland,Silesia,Location 347,MACHINE_OBSERVATION,5
2,52.84024965861807,15.129634142253373,2008-06-10,2001,10,18,Poland,Silesia,Location 348,OBSERVATION,1
2,52.15391766638491,21.747740583169243,2021-03-01,2000,5,28,Poland,Silesia,Location 349,HUMAN_OBSERVATION,6
7,54.01405870578262,24.078268779858295,2006-04-01,2009,9,24,Poland,Silesia,Location 350,OBSERVATION,8
6,53.256677529931466,23.193219309901416,2014-08-12,2018,2,8,Poland,Mazovia,Location 351,HUMAN_OBSERVATION,7
3,52.0233098106464,20.647012770805546,2021-06-18,2016,2,10,Poland,Greater Poland,Location 352,MACHINE_OBSERVATION,2
9,54.03533266349897,17.203420108925865,2014-01-14,2011,12,22,Poland,Silesia,Location 353,MACHINE_OBSERVATION,5
10,50.42265608708094,16.59408420801883,2013-02-20,2000,6,13,Poland,Lesser Poland,Location 354,OBSERVATION,4
6,49.91257582627465,22.356402069688905,2017-01-23,2011,10,21,Poland,Pomerania,Location 355,OBSERVATION,9
10,49.930320610914414,22.974183522307293,2010-12-08,2016,2,8,Poland,Pomerania,Location 356,HUMAN_OBSERVATION,1
10,50.93725149672238,19.35943610796607,2021-04-06,2023,12,4,Poland,Lesser Poland,Location 357,MACHINE_OBSERVATION,6
6,50.3844021815459,16.492267396021955,2002-12-24,2002,4,27,Poland,Silesia,Location 358,HUMAN_OBSERVATION,3
1,54.39452403295648,15.152020725793971,2012-02-05,2010,6,4,Poland,Mazovia,Location 359,MACHINE_OBSERVATION,9
4,49.61383774420579,14.889230571884678,2016-06-02,2016,5,5,Poland,Greater Poland,Location 360,OBSERVATION,5
10,53.05414628062961,21.33458996300933,2003-06-26,2022,1,1,Poland,Pomerania,Location 361,HUMAN_OBSERVATION,6
6,50.09748493075303,18.285211024046795,2010-08-12,2002,6,17,Poland,Greater Poland,Location 362,HUMAN_OBSERVATION,9
6,54.11349537006803,23.234670717634277,2007-11-22,2007,1,2,Poland,Mazovia,Location 363,MACHINE_OBSERVATION,9
5,54.57562867147246,21.54464726741299,2019-08-08,2019,3,8,Poland,Pomerania,Location 364,MACHINE_OBSERVATION,8
1,51.699726050865905,15.950856262728784,2016-04-20,2003,10,7,Poland,Greater Poland,Location 365,MACHINE_OBSERVATION,9
8,54.09861458532316,20.26052967192013,2022-11-07,2020,5,15,Poland,Mazovia,Location 366,OBSERVATION,4
5,49.02984199037734,18.442155634861226,2015-11-15,2021,10,26,Poland,Greater Poland,Location 367,HUMAN_OBSERVATION,6
5,53.75569212096698,19.887947253839855,2023-11-21,2006,5,25,Poland,Silesia,Location 368,MACHINE_OBSERVATION,5
7,50.32602593684456,21.528305058052872,2022-08-09,2013,10,5,Poland,Mazovia,Location 369,OBSERVATION,5
4,54.27046759376233,22.223197986238667,2002-03-20,2013,6,2,Poland,Greater Poland,Location 370,MACHINE_OBSERVATION,4
6,49.00649664658464,22.60612072934859,2004-10-17,2003,12,7,Poland,Silesia,Location 371,HUMAN_OBSERVATION,2
4,52.225854063230585,16.590543720634653,2014-07-25,2015,10,8,Poland,Silesia,Location 372,MACHINE_OBSERVATION,6
3,53.38848766195262,14.317379119157048,2007-05-14,2023,8,28,Poland,Mazovia,Location 373,HUMAN_OBSERVATION,9
7,50.500392318047865,21.540806298680685,2019-12-07,2021,5,7,Poland,Lesser Poland,Location 374,OBSERVATION,1
8,50.1201706146063,15.0847060078089,2020-07-12,2000,11,7,Poland,Pomerania,Location 375,OBSERVATION,7
4,49.48776970191431,17.21217980385227,2016-01-10,2016,1,28,Poland,Mazovia,Location 376,MACHINE_OBSERVATION,6
2,50.893314743719095,14.03893476806834,2018-11-02,2009,5,14,Poland,Silesia,Location 377,HUMAN_OBSERVATION,3
10,52.24709701139121,20.953028720496526,2017-07-12,2021,3,21,Poland,Silesia,Location 378,HUMAN_OBSERVATION,1
3,49.67189436932549,15.704746517006457,2001-11-20,2015,4,18,Poland,Mazovia,Location 379,HUMAN_OBSERVATION,4
1,51.18483309952343,20.68388057885491,2017-06-24,2015,8,6,Poland,Lesser Poland,Location 380,MACHINE_OBSERVATION,9
8,49.05261994698581,24.115774695111956,2009-04-15,2007,7,4,Poland,Pomerania,Location 381,HUMAN_OBSERVATION,2
3,53.74834063889908,14.741242890422166,2004-04-03,2006,11,10,Poland,Greater Poland,Location 382,HUMAN_OBSERVATION,3
10,49.745002564940506,14.7861957219049,2004-09-08,2005,5,18,Poland,Mazovia,Location 383,HUMAN_OBSERVATION,2
7,50.64338909994037,17.471876945200083,2007-08-12,2015,2,12,Poland,Pomerania,Location 384,HUMAN_OBSERVATION,2
10,49.10688076868166,22.83714244536369,2023-07-08,2019,6,16,Poland,Pomerania,Location 385,MACHINE_OBSERVATION,8
5,51.50699654657657,16.198404661671585,2010-08-24,2015,11,25,Poland,Silesia,Location 386,MACHINE_OBSERVATION,3
10,53.87270471589907,17.675853763289545,2009-07-28,2006,6,7,Poland,Greater Poland,Location 387,HUMAN_OBSERVATION,7
5,51.27447702638214,14.698755147595191,2016-04-13,2008,10,6,Poland,Mazovia,Location 388,HUMAN_OBSERVATION,8
7,50.041084475858234,21.784183970840672,2003-05-26,2013,10,28,Poland,Silesia,Location 389,OBSERVATION,3
9,53.37145323749301,18.1647246961464,2021-04-18,2010,11,5,Poland,Silesia,Location 390,OBSERVATION,2
5,53.57508049485031,21.744337077220596,2005-08-24,2013,6,3,Poland,Lesser Poland,Location 391,HUMAN_OBSERVATION,8
1,50.007770156783884,23.21680001233731,2022-06-02,2006,9,12,Poland,Pomerania,Location 392,HUMAN_OBSERVATION,3
10,53.47095382953774,16.374184100433144,2022-11-28,2000,11,15,Poland,Mazovia,Location 393,OBSERVATION,7
10,54.49432775188676,22.235439509467504,2013-05-06,2012,8,10,Poland,Mazovia,Location 394,OBSERVATION,1
1,49.96499000420718,14.602757678798183,2009-08-14,2019,8,26,Poland,Mazovia,Location 395,HUMAN_OBSERVATION,6
2,53.47170889668638,23.16824335943852,2023-03-12,2002,1,20,Poland,Silesia,Location 396,MACHINE_OBSERVATION,9
6,53.10971762669525,20.637839185099224,2015-12-23,2019,5,19,Poland,Lesser Poland,Location 397,MACHINE_OBSERVATION,3
9,51.746728552923514,22.917112586211186,2016-01-23,2003,7,16,Poland,Greater Poland,Location 398,HUMAN_OBSERVATION,7
8,49.33593867124103,14.001921675477135,2009-09-23,2010,6,28,Poland,Silesia,Location 399,HUMAN_OBSERVATION,6
5,49.43322762299555,15.724626917631124,2009-05-24,2001,5,11,Poland,Greater Poland,Location 400,OBSERVATION,8
1,53.944005023352155,17.975545751750218,2001-09-22,2013,8,8,Poland,Lesser Poland,Location 401,OBSERVATION,3
7,54.74286056195375,17.87092961442213,2012-09-16,2011,3,3,Poland,Pomerania,Location 402,MACHINE_OBSERVATION,3
5,52.92110309168317,16.312649905819807,2017-03-12,2016,6,23,Poland,Mazovia,Location 403,HUMAN_OBSERVATION,4
6,51.586558180659864,17.892441786645442,2007-01-15,2011,5,7,Poland,Greater Poland,Location 404,OBSERVATION,3
7,52.75592713173106,15.3142568624026,2009-07-07,2011,8,23,Poland,Silesia,Location 405,MACHINE_OBSERVATION,9
3,52.44749598352556,18.210163518513465,2012-01-09,2000,4,7,Poland,Greater Poland,Location 406,MACHINE_OBSERVATION,4
10,51.224951110352606,22.184014157424492,2007-04-26,2012,8,14,Poland,Pomerania,Location 407,MACHINE_OBSERVATION,6
3,49.38063163852927,18.88651464365418,2020-02-13,2013,10,2,Poland,Mazovia,Location 408,OBSERVATION,8
5,53.764775094963156,14.183600907241193,2015-09-12,2023,2,10,Poland,Greater Poland,Location 409,OBSERVATION,8
6,51.1566344695846,18.298729224108325,2011-06-19,2001,9,19,Poland,Pomerania,Location 410,HUMAN_OBSERVATION,5
9,53.74895673147114,14.27718516412661,2006-09-03,2011,9,26,Poland,Silesia,Location 411,HUMAN_OBSERVATION,5
5,50.464550748192615,23.85568278920934,2015-02-16,2020,10,9,Poland,Lesser Poland,Location 412,MACHINE_OBSERVATION,6
1,49.005970983104675,15.300030386113264,2022-07-04,2015,10,16,Poland,Silesia,Location 413,MACHINE_OBSERVATION,7
4,49.921842043005185,21.21842092857231,2007-01-17,2003,6,19,Poland,Mazovia,Location 414,OBSERVATION,7
5,51.717528617257784,23.922318493499276,2004-06-19,2007,4,18,Poland,Silesia,Location 415,OBSERVATION,4
10,54.47696108275541,22.425598326999033,2012-09-28,2001,4,9,Poland,Silesia,Location 416,HUMAN_OBSERVATION,6
10,49.59272299422357,21.133016826287278,2013-06-04,2009,6,16,Poland,Silesia,Location 417,HUMAN_OBSERVATION,7
5,53.95441669187708,22.562501276907824,2006-08-25,2008,5,13,Poland,Silesia,Location 418,HUMAN_OBSERVATION,5
7,52.0567397580288,24.0143466712584,2012-11-06,2022,6,10,Poland,Mazovia,Location 419,OBSERVATION,5
4,53.7903404416394,20.337713871986,2005-08-28,2014,7,25,Poland,Pomerania,Location 420,MACHINE_OBSERVATION,2
1,50.73057169974196,19.70368502965913,2020-03-28,2012,7,20,Poland,Greater Poland,Location 421,HUMAN_OBSERVATION,7
5,53.871693555100336,20.40802872672547,2002-06-02,2022,9,14,Poland,Lesser Poland,Location 422,HUMAN_OBSERVATION,6
7,53.482372124097466,19.43329404496786,2015-06-06,2016,8,12,Poland,Greater Poland,Location 423,OBSERVATION,1
10,50.334311361582316,20.47790888027913,2007-07-08,2015,6,25,Poland,Greater Poland,Location 424,HUMAN_OBSERVATION,4
10,49.76174373317439,18.588390521320104,2005-03-10,2001,12,19,Poland,Lesser Poland,Location 425,MACHINE_OBSERVATION,3
6,54.0347150706873,16.22812046540973,2002-11-12,2019,6,7,Poland,Mazovia,Location 426,OBSERVATION,3
5,54.58677258995276,15.22652171041909,2016-11-05,2019,5,23,Poland,Lesser Poland,Location 427,HUMAN_OBSERVATION,7
4,49.18155341973559,14.697077542429057,2019-09-09,2013,1,15,Poland,Mazovia,Location 428,HUMAN_OBSERVATION,4
2,53.241366388447375,16.68582099428264,2020-10-20,2002,9,16,Poland,Greater Poland,Location 429,OBSERVATION,8
4,54.275242163497346,14.470460356224486,2006-06-04,2022,9,27,Poland,Mazovia,Location 430,OBSERVATION,9
10,53.97268853413649,19.785141955177732,2012-10-18,2011,9,8,Poland,Pomerania,Location 431,HUMAN_OBSERVATION,3
10,54.594218739167204,16.895050159639908,2016-04-20,2007,11,10,Poland,Lesser Poland,Location 432,MACHINE_OBSERVATION,5
3,53.40854565494096,22.410255042487726,2012-01-22,2001,8,4,Poland,Pomerania,Location 433,OBSERVATION,4
10,51.56533282180928,14.757256904481542,2003-01-01,2003,10,19,Poland,Greater Poland,Location 434,MACHINE_OBSERVATION,6
1,50.80932154487176,16.308785242283157,2014-01-24,2013,3,19,Poland,Lesser Poland,Location 435,HUMAN_OBSERVATION,4
8,50.86030789454114,21.44851070031949,2007-02-27,2015,1,28,Poland,Greater Poland,Location 436,MACHINE_OBSERVATION,8
5,53.20165150116188,20.10784462311161,2012-07-14,2018,11,21,Poland,Pomerania,Location 437,HUMAN_OBSERVATION,3
4,53.32585466977959,14.65781096674151,2007-08-27,2001,12,27,Poland,Greater Poland,Location 438,HUMAN_OBSERVATION,5
8,50.16208303258253,22.947842463054442,2014-11-13,2011,12,15,Poland,Lesser Poland,Location 439,HUMAN_OBSERVATION,1
7,54.035112318245076,22.94806998082703,2006-05-17,2013,8,14,Poland,Lesser Poland,Location 440,HUMAN_OBSERVATION,6
2,53.14655943317303,17.370161639532892,2015-07-02,2005,7,1,Poland,Greater Poland,Location 441,MACHINE_OBSERVATION,5
1,52.26395166079162,17.47213960216556,2021-02-17,2012,5,16,Poland,Lesser Poland,Location 442,HUMAN_OBSERVATION,8
4,51.734888268594574,24.088089255171774,2006-02-14,2003,10,10,Poland,Lesser Poland,Location 443,HUMAN_OBSERVATION,9
8,52.15075027358176,20.38699695025001,2017-11-21,2021,7,19,Poland,Greater Poland,Location 444,MACHINE_OBSERVATION,8
2,49.923625282019735,19.4194285097942,2020-07-17,2017,10,22,Poland,Pomerania,Location 445,OBSERVATION,8
3,50.18146724580239,22.549152272229627,2007-03-20,2011,4,3,Poland,Lesser Poland,Location 446,MACHINE_OBSERVATION,3
1,49.528754044355914,16.909961451244627,2014-09-20,2019,9,5,Poland,Lesser Poland,Location 447,MACHINE_OBSERVATION,4
1,49.89121662133445,18.377662452642838,2009-12-21,2021,11,9,Poland,Lesser Poland,Location 448,MACHINE_OBSERVATION,4
3,51.63142308071064,16.73132208998101,2022-04-01,2020,10,18,Poland,Lesser Poland,Location 449,HUMAN_OBSERVATION,5
5,52.07605548362388,22.04944063520506,2019-09-22,2018,2,11,Poland,Greater Poland,Location 450,HUMAN_OBSERVATION,9
